input_text,corrected_text,error_count,error_types,label
Ang puno ay mataas at malakas,Naglalaro kami ng bola,1,spelling,dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang mga bituin ay kumikislap sa gabi,0,none,non_dyslexic
Ang mga bulaklak ay namumulaklak,Ang mga bituin ay kumikislap sa gabi,1,spelling,dyslexic
Ang ibon ay lumilipad sa taas,Ang ibon ay lumilipad sa taas,0,none,non_dyslexic
Ang sasakyan ay nakaparada sa labas,Ang ibon ay lumilipad sa taas,1,spelling,dyslexic
Mahilig siyang mag-drawing,Mahilig siyang mag-drawing,0,none,non_dyslexic
Siya ay kumakain ng mansanas,Mahilig siyang mag-drawing,1,spelling,dyslexic
Ang aking pusa ay napaka-cute,Ang aking pusa ay napaka-cute,0,none,non_dyslexic
Ang puno ay mataas at malakas,Ang aking pusa ay napaka-cute,1,spelling,dyslexic
Naglalaro sila ng basketball,Naglalaro sila ng basketball,0,none,non_dyslexic
Ang mga bulaklak ay namumulaklak,Naglalaro sila ng basketball,1,spelling,dyslexic
Ang aking pusa ay napaka-cute,Ang aking pusa ay napaka-cute,0,none,non_dyslexic
Ako ng tumatakbo ng mabilis,Ang aking pusa ay napaka-cute,1,grammar,dyslexic
Ang puno ay mataas at malakas,Ang puno ay mataas at malakas,0,none,non_dyslexic
Ang aking pusa ng napaka-cute,Ang puno ay mataas at malakas,1,grammar,dyslexic
Nakikita ko ang isang bahaghari sa langit,Nakikita ko ang isang bahaghari sa langit,0,none,non_dyslexic
Ang pusa ay tumatalon sa kama,Nakikita ko ang isang bahaghari sa langit,1,spelling,dyslexic
Ang pusa ay tumatalon sa kama,Ang pusa ay tumatalon sa kama,0,none,non_dyslexic
Mahilig siyang mag-drawing,Ang pusa ay tumatalon sa kama,1,grammar,dyslexic
Ang ibon ay lumilipad sa taas,Ang ibon ay lumilipad sa taas,0,none,non_dyslexic
Ako ay tumatakbo ng mabilis,Ang ibon ay lumilipad sa taas,1,spelling,dyslexic
Ang mga bulaklak ay namumulaklak,Ang mga bulaklak ay namumulaklak,0,none,non_dyslexic
Ang araw ay sumisikat sa langit,Ang mga bulaklak ay namumulaklak,1,spelling,dyslexic
Naglalaro sila ng basketball,Naglalaro sila ng basketball,0,none,non_dyslexic
Naglalaro sila ng basketball,Naglalaro sila ng basketball,1,spelling,dyslexic
Naglalaro sila ng basketball,Naglalaro sila ng basketball,0,none,non_dyslexic
Nakikita ko ang isang malaking punno,Naglalaro sila ng basketball,1,spelling,dyslexic
Ang aking pusa ay napaka-cute,Ang aking pusa ay napaka-cute,0,none,non_dyslexic
Siya ay kumakain ng mansanas,Ang aking pusa ay napaka-cute,1,spelling,dyslexic
Nakikita ko ang isang malaking puno,Nakikita ko ang isang malaking puno,0,none,non_dyslexic
Siya ay kumakain ng mansanas,Nakikita ko ang isang malaking puno,1,spelling,dyslexic
Ang puno ay mataas at malakas,Ang puno ay mataas at malakas,0,none,non_dyslexic
Ako ng tumatakbo ng mabilis,Ang puno ay mataas at malakas,1,grammar,dyslexic
Ang aking kapatid ay naglalaro ng bola,Ang aking kapatid ay naglalaro ng bola,0,none,non_dyslexic
Ang mga bulaklak ay namumulaklak,Ang aking kapatid ay naglalaro ng bola,1,spelling,dyslexic
Siya ay kumakain ng mansanas,Siya ay kumakain ng mansanas,0,none,non_dyslexic
Ang pusa ng tumatalon sa kama,Siya ay kumakain ng mansanas,1,grammar,dyslexic
Pumunta kami sa dalampasigan,Pumunta kami sa dalampasigan,0,none,non_dyslexic
Ang mga bulaklak ay namumulaklak,Pumunta kami sa dalampasigan,1,spelling,dyslexic
Ako ay tumatakbo ng mabilis,Ako ay tumatakbo ng mabilis,0,none,non_dyslexic
Ang aso ay tumatakbo sa parke,Ako ay tumatakbo ng mabilis,1,spelling,dyslexic
Pumunta kami sa dalampasigan,Pumunta kami sa dalampasigan,0,none,non_dyslexic
Ang sasakyan ay nakaparada sa labas,Pumunta kami sa dalampasigan,1,spelling,dyslexic
Mahilig siyang mag-drawing,Mahilig siyang mag-drawing,0,none,non_dyslexic
Pumunta kami sa dalampasigan,Mahilig siyang mag-drawing,1,spelling,dyslexic
Pumunta kami sa dalampasigan,Pumunta kami sa dalampasigan,0,none,non_dyslexic
Nakikita ko ang isang malaking puno,Pumunta kami sa dalampasigan,1,spelling,dyslexic
Naglalaro kami ng bola,Naglalaro kami ng bola,0,none,non_dyslexic
Ang ibon ng lumilipad sa taas,Naglalaro kami ng bola,1,grammar,dyslexic
Ang aso ay tumatakbo sa parke,Ang aso ay tumatakbo sa parke,0,none,non_dyslexic
Ang puno ng mataas at malakas,Ang aso ay tumatakbo sa parke,1,grammar,dyslexic
Ang mga bulaklak ay namumulaklak,Ang mga bulaklak ay namumulaklak,0,none,non_dyslexic
Naglalaro sila ng basketball,Ang mga bulaklak ay namumulaklak,1,grammar,dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang mga bituin ay kumikislap sa gabi,0,none,non_dyslexic
Ang pusa ay tumatalon sa kama,Ang mga bituin ay kumikislap sa gabi,1,spelling,dyslexic
Ang puno ay mataas at malakas,Ang puno ay mataas at malakas,0,none,non_dyslexic
Ang aso ay tumatakbo sa parke,Ang puno ay mataas at malakas,1,spelling,dyslexic
Ang araw ay sumisikat sa langit,Ang araw ay sumisikat sa langit,0,none,non_dyslexic
Ang aking pusa ay napaka-cute,Ang araw ay sumisikat sa langit,1,spelling,dyslexic
Pumunta kami sa dalampasigan,Pumunta kami sa dalampasigan,0,none,non_dyslexic
Ang araw ay sumisikat sa langit,Pumunta kami sa dalampasigan,1,spelling,dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang mga bituin ay kumikislap sa gabi,0,none,non_dyslexic
Nagbabasa siya ng libro,Ang mga bituin ay kumikislap sa gabi,1,grammar,dyslexic
Nagbabasa siya ng libro,Nagbabasa siya ng libro,0,none,non_dyslexic
Naglalaro sila ng basketball,Nagbabasa siya ng libro,1,spelling,dyslexic
Ang ibon ay lumilipad sa taas,Ang ibon ay lumilipad sa taas,0,none,non_dyslexic
Ang aso ay tumatakbo sa parke,Ang ibon ay lumilipad sa taas,1,spelling,dyslexic
Nagbabasa siya ng libro,Nagbabasa siya ng libro,0,none,non_dyslexic
Ang ibon ay lumilipad sa taas,Nagbabasa siya ng libro,1,spelling,dyslexic
Nagbabasa siya ng libro,Nagbabasa siya ng libro,0,none,non_dyslexic
Nakikita ko ang isang bahaghari sa langit,Nagbabasa siya ng libro,1,grammar,dyslexic
Ang pusa ay tumatalon sa kama,Ang pusa ay tumatalon sa kama,0,none,non_dyslexic
Ako ng tumatakbo ng mabilis,Ang pusa ay tumatalon sa kama,1,grammar,dyslexic
Ang pusa ay tumatalon sa kama,Ang pusa ay tumatalon sa kama,0,none,non_dyslexic
Ang mga bituin ay kumikislapp sa gabi,Ang pusa ay tumatalon sa kama,1,spelling,dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang mga bituin ay kumikislap sa gabi,0,none,non_dyslexic
Ang aso ay tumatakbo sa parke,Ang mga bituin ay kumikislap sa gabi,1,spelling,dyslexic
Ang araw ay sumisikat sa langit,Ang araw ay sumisikat sa langit,0,none,non_dyslexic
Naglalaro kami ng bola,Ang araw ay sumisikat sa langit,1,spelling,dyslexic
Ang aking pusa ay napaka-cute,Ang aking pusa ay napaka-cute,0,none,non_dyslexic
Pumunta kami sa zoo,Ang aking pusa ay napaka-cute,1,grammar,dyslexic
Siya ay kumakain ng mansanas,Siya ay kumakain ng mansanas,0,none,non_dyslexic
Ako ay tumatakbo ng mabilis,Siya ay kumakain ng mansanas,1,spelling,dyslexic
Ang pusa ay tumatalon sa kama,Ang pusa ay tumatalon sa kama,0,none,non_dyslexic
Ang mga bulaklak ay namumulaklak,Ang pusa ay tumatalon sa kama,1,spelling,dyslexic
Naglalaro kami ng bola,Naglalaro kami ng bola,0,none,non_dyslexic
Naglalaro kami ng bola,Naglalaro kami ng bola,1,grammar,dyslexic
Naglalaro kami ng bola,Naglalaro kami ng bola,0,none,non_dyslexic
Ang aso ng tumatakbo sa parke,Naglalaro kami ng bola,1,grammar,dyslexic
Nakikita ko ang isang malaking puno,Nakikita ko ang isang malaking puno,0,none,non_dyslexic
Ang puno ay mataas at malakas,Nakikita ko ang isang malaking puno,1,spelling,dyslexic
Ang pusa ay tumatalon sa kama,Ang pusa ay tumatalon sa kama,0,none,non_dyslexic
Ang ibon ng lumilipad sa taas,Ang pusa ay tumatalon sa kama,1,grammar,dyslexic
Ang aso ay tumatakbo sa parke,Ang aso ay tumatakbo sa parke,0,none,non_dyslexic
Ang puno ng mataas at malakas,Ang aso ay tumatakbo sa parke,1,grammar,dyslexic
Nakikita ko ang isang bahaghari sa langit,Nakikita ko ang isang bahaghari sa langit,0,none,non_dyslexic
Ang aking pusa ng napaka-cute,Nakikita ko ang isang bahaghari sa langit,1,grammar,dyslexic
Mahilig siyang mag-drawing,Mahilig siyang mag-drawing,0,none,non_dyslexic
Ang araw ay sumisikat sa langit,Mahilig siyang mag-drawing,1,spelling,dyslexic
Ang ibon ay lumilipad sa taas,Ang ibon ay lumilipad sa taas,0,none,non_dyslexic
Ang sasakyan ng nakaparada sa labas,Ang ibon ay lumilipad sa taas,1,grammar,dyslexic
Siya ay kumakain ng mansanas,Siya ay kumakain ng mansanas,0,none,non_dyslexic
Ang aso ay tumatakbo sa parke,Siya ay kumakain ng mansanas,1,spelling,dyslexic
Pumunta kami sa zoo,Pumunta kami sa zoo,0,none,non_dyslexic
Ako ay tumatakbo ng mabilis,Pumunta kami sa zoo,1,spelling,dyslexic
Nagbabasa siya ng libro,Nagbabasa siya ng libro,0,none,non_dyslexic
Siya ay kumakain ng mansas,Nagbabasa siya ng libro,1,spelling,dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang mga bituin ay kumikislap sa gabi,0,none,non_dyslexic
Mahilig siyang mag-drawing,Ang mga bituin ay kumikislap sa gabi,1,spelling,dyslexic
Ang araw ay sumisikat sa langit,Ang araw ay sumisikat sa langit,0,none,non_dyslexic
Ang aso ay tumatakbo sa parke,Ang araw ay sumisikat sa langit,1,spelling,dyslexic
Ako ay tumatakbo ng mabilis,Ako ay tumatakbo ng mabilis,0,none,non_dyslexic
Ang aso ay tumatakbo sa parke,Ako ay tumatakbo ng mabilis,1,spelling,dyslexic
Nakikita ko ang isang bahaghari sa langit,Nakikita ko ang isang bahaghari sa langit,0,none,non_dyslexic
Ang aso ng tumatakbo sa parke,Nakikita ko ang isang bahaghari sa langit,1,grammar,dyslexic
Pumunta kami sa zoo,Pumunta kami sa zoo,0,none,non_dyslexic
Nakikita ko ang isang malaking puno,Pumunta kami sa zoo,1,spelling,dyslexic
Nagbabasa siya ng libro,Nagbabasa siya ng libro,0,none,non_dyslexic
Pumunta kami sa zoo,Nagbabasa siya ng libro,1,spelling,dyslexic
Ang ibon ay lumilipad sa taas,Ang ibon ay lumilipad sa taas,0,none,non_dyslexic
Ang araw ng sumisikat sa langit,Ang ibon ay lumilipad sa taas,1,grammar,dyslexic
Ako ay tumatakbo ng mabilis,Ako ay tumatakbo ng mabilis,0,none,non_dyslexic
Naglalaro sila ng basketball,Ako ay tumatakbo ng mabilis,1,spelling,dyslexic
Ang sasakyan ay nakaparada sa labas,Ang sasakyan ay nakaparada sa labas,0,none,non_dyslexic
Ako ay tumatakbo ng mabilis,Ang sasakyan ay nakaparada sa labas,1,spelling,dyslexic
Ang araw ay sumisikat sa langit,Ang araw ay sumisikat sa langit,0,none,non_dyslexic
Pumunta kami sa dalampasigan,Ang araw ay sumisikat sa langit,1,grammar,dyslexic
Ang aso ay tumatakbo sa parke,Ang aso ay tumatakbo sa parke,0,none,non_dyslexic
Ako ng tumatakbo ng mabilis,Ang aso ay tumatakbo sa parke,1,grammar,dyslexic
Nakikita ko ang isang bahaghari sa langit,Nakikita ko ang isang bahaghari sa langit,0,none,non_dyslexic
Pumunta kami sa zoo,Nakikita ko ang isang bahaghari sa langit,1,grammar,dyslexic
Ang sasakyan ay nakaparada sa labas,Ang sasakyan ay nakaparada sa labas,0,none,non_dyslexic
Naglalaro sila ng basketball,Ang sasakyan ay nakaparada sa labas,1,grammar,dyslexic
Nagbabasa siya ng libro,Nagbabasa siya ng libro,0,none,non_dyslexic
Ang pusa ay tumatalon sa kama,Nagbabasa siya ng libro,1,spelling,dyslexic
Ang sasakyan ay nakaparada sa labas,Ang sasakyan ay nakaparada sa labas,0,none,non_dyslexic
Ang aking kapatid ng naglalaro ng bola,Ang sasakyan ay nakaparada sa labas,1,grammar,dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang mga bituin ay kumikislap sa gabi,0,none,non_dyslexic
Ang mga bulaklak ng namumulaklak,Ang mga bituin ay kumikislap sa gabi,1,grammar,dyslexic
Pumunta kami sa dalampasigan,Pumunta kami sa dalampasigan,0,none,non_dyslexic
Naglalaro kami ng bola,Pumunta kami sa dalampasigan,1,grammar,dyslexic
Pumunta kami sa dalampasigan,Pumunta kami sa dalampasigan,0,none,non_dyslexic
Ang ibon ay lumilipad sa taas,Pumunta kami sa dalampasigan,1,spelling,dyslexic
Ang aking kapatid ay naglalaro ng bola,Ang aking kapatid ay naglalaro ng bola,0,none,non_dyslexic
Mahilig siyang mag-drawing,Ang aking kapatid ay naglalaro ng bola,1,grammar,dyslexic
Naglalaro kami ng bola,Naglalaro kami ng bola,0,none,non_dyslexic
Nagbabasa siya ng libro,Naglalaro kami ng bola,1,grammar,dyslexic
Naglalaro sila ng basketball,Naglalaro sila ng basketball,0,none,non_dyslexic
Nagbabasa siya ng libro,Naglalaro sila ng basketball,1,spelling,dyslexic
Nagbabasa siya ng libro,Nagbabasa siya ng libro,0,none,non_dyslexic
Nakikita ko ang isang malaking puno,Nagbabasa siya ng libro,1,spelling,dyslexic
Pumunta kami sa dalampasigan,Pumunta kami sa dalampasigan,0,none,non_dyslexic
Ang sasakyan ay nakaparada sa labas,Pumunta kami sa dalampasigan,1,spelling,dyslexic
Mahilig siyang mag-drawing,Mahilig siyang mag-drawing,0,none,non_dyslexic
Ang sasakyan ay nakaparada sa labas,Mahilig siyang mag-drawing,1,spelling,dyslexic
Ang sasakyan ay nakaparada sa labas,Ang sasakyan ay nakaparada sa labas,0,none,non_dyslexic
Naglalaro kami ng bola,Ang sasakyan ay nakaparada sa labas,1,spelling,dyslexic
Ako ay tumatakbo ng mabilis,Ako ay tumatakbo ng mabilis,0,none,non_dyslexic
Naglalaro kami ng bola,Ako ay tumatakbo ng mabilis,1,grammar,dyslexic
Ang sasakyan ay nakaparada sa labas,Ang sasakyan ay nakaparada sa labas,0,none,non_dyslexic
Nagbabasa siya ng libro,Ang sasakyan ay nakaparada sa labas,1,grammar,dyslexic
Ang ibon ay lumilipad sa taas,Ang ibon ay lumilipad sa taas,0,none,non_dyslexic
Pumunta kami sa zoo,Ang ibon ay lumilipad sa taas,1,grammar,dyslexic
Siya ay kumakain ng mansanas,Siya ay kumakain ng mansanas,0,none,non_dyslexic
Ang sasakyan ng nakaparada sa labas,Siya ay kumakain ng mansanas,1,grammar,dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang mga bituin ay kumikislap sa gabi,0,none,non_dyslexic
Ang aking pusa ay napaka-cute,Ang mga bituin ay kumikislap sa gabi,1,spelling,dyslexic
Ang pusa ay tumatalon sa kama,Ang pusa ay tumatalon sa kama,0,none,non_dyslexic
Ang aking pusa ng napaka-cute,Ang pusa ay tumatalon sa kama,1,grammar,dyslexic
Siya ay kumakain ng mansanas,Siya ay kumakain ng mansanas,0,none,non_dyslexic
Nakikita ko ang isang malaking puno,Siya ay kumakain ng mansanas,1,grammar,dyslexic
Ang sasakyan ay nakaparada sa labas,Ang sasakyan ay nakaparada sa labas,0,none,non_dyslexic
Ang aso ay tumatakbo sa parke,Ang sasakyan ay nakaparada sa labas,1,spelling,dyslexic
Ang aso ay tumatakbo sa parke,Ang aso ay tumatakbo sa parke,0,none,non_dyslexic
Naglalaro kami ng bolla,Ang aso ay tumatakbo sa parke,1,spelling,dyslexic
Nagbabasa siya ng libro,Nagbabasa siya ng libro,0,none,non_dyslexic
Mahilig siyang mag-drawing,Nagbabasa siya ng libro,1,spelling,dyslexic
Ang aso ay tumatakbo sa parke,Ang aso ay tumatakbo sa parke,0,none,non_dyslexic
Ang pusa ay tumatalon sa kama,Ang aso ay tumatakbo sa parke,1,spelling,dyslexic
Ang ibon ay lumilipad sa taas,Ang ibon ay lumilipad sa taas,0,none,non_dyslexic
Ang pusa ng tumatalon sa kama,Ang ibon ay lumilipad sa taas,1,grammar,dyslexic
Ako ay tumatakbo ng mabilis,Ako ay tumatakbo ng mabilis,0,none,non_dyslexic
Ang pusa ng tumatalon sa kama,Ako ay tumatakbo ng mabilis,1,grammar,dyslexic
Mahilig siyang mag-drawing,Mahilig siyang mag-drawing,0,none,non_dyslexic
Pumunta kami sa zoo,Mahilig siyang mag-drawing,1,grammar,dyslexic
Ang puno ay mataas at malakas,Ang puno ay mataas at malakas,0,none,non_dyslexic
Nagbabasa siya ng libro,Ang puno ay mataas at malakas,1,grammar,dyslexic
Ang aking kapatid ay naglalaro ng bola,Ang aking kapatid ay naglalaro ng bola,0,none,non_dyslexic
Ang aso ay tumatakbo sa parke,Ang aking kapatid ay naglalaro ng bola,1,spelling,dyslexic
Ang pusa ay tumatalon sa kama,Ang pusa ay tumatalon sa kama,0,none,non_dyslexic
Nakikita ko ang isang bahaghari sa langit,Ang pusa ay tumatalon sa kama,1,spelling,dyslexic
Ang araw ay sumisikat sa langit,Ang araw ay sumisikat sa langit,0,none,non_dyslexic
Ang puno ng mataas at malakas,Ang araw ay sumisikat sa langit,1,grammar,dyslexic
Pumunta kami sa dalampasigan,Pumunta kami sa dalampasigan,0,none,non_dyslexic
Naglalaro sila ng basketball,Pumunta kami sa dalampasigan,1,grammar,dyslexic
Ang aso ay tumatakbo sa parke,Ang aso ay tumatakbo sa parke,0,none,non_dyslexic
Ang ibon ay lumilipad sa taas,Ang aso ay tumatakbo sa parke,1,spelling,dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang mga bituin ay kumikislap sa gabi,0,none,non_dyslexic
Nagbabasa siya ng libro,Ang mga bituin ay kumikislap sa gabi,1,spelling,dyslexic
Ang mga bulaklak ay namumulaklak,Ang mga bulaklak ay namumulaklak,0,none,non_dyslexic
Nakikita ko ang isang malaking puno,Ang mga bulaklak ay namumulaklak,1,spelling,dyslexic
Pumunta kami sa zoo,Pumunta kami sa zoo,0,none,non_dyslexic
Naglalaro kami ng bola,Pumunta kami sa zoo,1,spelling,dyslexic
Nakikita ko ang isang malaking puno,Nakikita ko ang isang malaking puno,0,none,non_dyslexic
Ang araw ng sumisikat sa langit,Nakikita ko ang isang malaking puno,1,grammar,dyslexic
Naglalaro sila ng basketball,Naglalaro sila ng basketball,0,none,non_dyslexic
Siya ng kumakain ng mansanas,Naglalaro sila ng basketball,1,grammar,dyslexic
Pumunta kami sa zoo,Pumunta kami sa zoo,0,none,non_dyslexic
Siya ng kumakain ng mansanas,Pumunta kami sa zoo,1,grammar,dyslexic
Naglalaro sila ng basketball,Naglalaro sila ng basketball,0,none,non_dyslexic
Naglalaro sila ng basketball,Naglalaro sila ng basketball,1,grammar,dyslexic
Naglalaro sila ng basketball,Naglalaro sila ng basketball,0,none,non_dyslexic
Naglalaro kami ng bola,Naglalaro sila ng basketball,1,grammar,dyslexic
Siya ay kumakain ng mansanas,Siya ay kumakain ng mansanas,0,none,non_dyslexic
Ang aso ng tumatakbo sa parke,Siya ay kumakain ng mansanas,1,grammar,dyslexic
Ang aking pusa ay napaka-cute,Ang aking pusa ay napaka-cute,0,none,non_dyslexic
Pumunta kami sa dalampasigan,Ang aking pusa ay napaka-cute,1,grammar,dyslexic
Ako ay tumatakbo ng mabilis,Ako ay tumatakbo ng mabilis,0,none,non_dyslexic
Pumunta kami sa zoo,Ako ay tumatakbo ng mabilis,1,spelling,dyslexic
Naglalaro kami ng bola,Naglalaro kami ng bola,0,none,non_dyslexic
Ang ibon ay lumilipad sa taas,Naglalaro kami ng bola,1,spelling,dyslexic
Mahilig siyang mag-drawing,Mahilig siyang mag-drawing,0,none,non_dyslexic
Ang aking pusa ay napaka-cute,Mahilig siyang mag-drawing,1,spelling,dyslexic
Ang mga bulaklak ay namumulaklak,Ang mga bulaklak ay namumulaklak,0,none,non_dyslexic
Ang ibon ng lumilipad sa taas,Ang mga bulaklak ay namumulaklak,1,grammar,dyslexic
Nagbabasa siya ng libro,Nagbabasa siya ng libro,0,none,non_dyslexic
Ang aking kapatid ay naglalaro ng bola,Nagbabasa siya ng libro,1,spelling,dyslexic
Ang aking kapatid ay naglalaro ng bola,Ang aking kapatid ay naglalaro ng bola,0,none,non_dyslexic
Ang puno ay mataas at malakas,Ang aking kapatid ay naglalaro ng bola,1,spelling,dyslexic
Ang puno ay mataas at malakas,Ang puno ay mataas at malakas,0,none,non_dyslexic
Ang pusa ay tumatalon sa kama,Ang puno ay mataas at malakas,1,spelling,dyslexic
Pumunta kami sa zoo,Pumunta kami sa zoo,0,none,non_dyslexic
Mahilig siyang mag-drawing,Pumunta kami sa zoo,1,spelling,dyslexic
Pumunta kami sa dalampasigan,Pumunta kami sa dalampasigan,0,none,non_dyslexic
Ang ibon ng lumilipad sa taas,Pumunta kami sa dalampasigan,1,grammar,dyslexic
Mahilig siyang mag-drawing,Mahilig siyang mag-drawing,0,none,non_dyslexic
Pumunta kami sa zoo,Mahilig siyang mag-drawing,1,grammar,dyslexic
Naglalaro sila ng basketball,Naglalaro sila ng basketball,0,none,non_dyslexic
Ang puno ng mataas at malakas,Naglalaro sila ng basketball,1,grammar,dyslexic
Ang sasakyan ay nakaparada sa labas,Ang sasakyan ay nakaparada sa labas,0,none,non_dyslexic
Mahilig siyang mag-drawing,Ang sasakyan ay nakaparada sa labas,1,grammar,dyslexic
Ang aking pusa ay napaka-cute,Ang aking pusa ay napaka-cute,0,none,non_dyslexic
Nakikita ko ang isang malaking puno,Ang aking pusa ay napaka-cute,1,spelling,dyslexic
Ang aso ay tumatakbo sa parke,Ang aso ay tumatakbo sa parke,0,none,non_dyslexic
Ako ay tumatakbo ng mabilis,Ang aso ay tumatakbo sa parke,1,spelling,dyslexic
Ang aking kapatid ay naglalaro ng bola,Ang aking kapatid ay naglalaro ng bola,0,none,non_dyslexic
Ang araw ay sumisikat sa langit,Ang aking kapatid ay naglalaro ng bola,1,spelling,dyslexic
Ang aking pusa ay napaka-cute,Ang aking pusa ay napaka-cute,0,none,non_dyslexic
Naglalaro sila ng basketball,Ang aking pusa ay napaka-cute,1,grammar,dyslexic
Ang araw ay sumisikat sa langit,Ang araw ay sumisikat sa langit,0,none,non_dyslexic
Ang pusa ay tumatalon sa kama,Ang araw ay sumisikat sa langit,1,spelling,dyslexic
Ang araw ay sumisikat sa langit,Ang araw ay sumisikat sa langit,0,none,non_dyslexic
Ang sasakyan ng nakaparada sa labas,Ang araw ay sumisikat sa langit,1,grammar,dyslexic
Naglalaro kami ng bola,Naglalaro kami ng bola,0,none,non_dyslexic
Ang ibon ay lumilipad sa taas,Naglalaro kami ng bola,1,spelling,dyslexic
